83.00000000 -77.85244865
293.00000000 -723.20236847
656.00000000 -3401.48733217
741.00000000 -26.50993361
809.00000000 -282.38250711
923.00000000 -218.92361990
1031.00000000 -95.82174920
1300.00000000 -134.92332557
1366.00000000 -89.20521539
1558.00000000 -339.62759380
1638.00000000 -641.33407199
1835.00000000 -138.69849273
1930.00000000 -147.64883220
2046.00000000 -317.05548290
2288.00000000 -126.66947343
2516.00000000 -85.41782421
2937.00000000 -319.61530907
3042.00000000 -116.44802213
3249.00000000 -296.78523629
3360.00000000 -8.51203887
3592.00000000 -50.40501125
3978.00000000 -455.03722804
4196.00000000 -23.44728520
4349.00000000 -79.62546975
4513.00000000 -126.03333450
4769.00000000 -81.68835062
4883.00000000 -17.35122905
5278.00000000 -298.99520229
5453.00000000 -66.69350910
5625.00000000 6.08300317
5786.00000000 -62.46187758
5971.00000000 -25.25187624
6247.00000000 -53.17964644
6667.00000000 -218.20628537
6977.00000000 -100.89204182
7148.00000000 -192.26557753
7353.00000000 -3.89009260
7564.00000000 -102.66643001
7912.00000000 -114.07647931
8292.00000000 -85.90398773
9274.00000000 -239.72762642
9436.00000000 -131.34744789
9568.00000000 -109.59165345
9939.00000000 -83.30450229
10630.00000000 -149.58547914
10839.00000000 -196.08440414
11071.00000000 -57.95007434
11435.00000000 -80.70808119
11768.00000000 1.16110841
12069.00000000 -40.83688666
12393.00000000 -0.80112284
12697.00000000 -261.17979332
12830.00000000 -51.37785635
13349.00000000 -175.60837319
13500.00000000 3.50906201
13833.00000000 18.58706264
14370.00000000 -181.73610615
14605.00000000 -212.23872527
14741.00000000 -445.05038922
14943.00000000 -150.89775072
15250.00000000 -43.35015299
15492.00000000 -23.05435840
15629.00000000 -102.38496231
15959.00000000 -278.98998791
16341.00000000 -285.91979347
16592.00000000 -202.99644107
16731.00000000 -137.90658920
17352.00000000 -67.86326943
18352.00000000 31.02775648
18871.00000000 -92.26179561
19107.00000000 -168.00791484
19870.00000000 -111.85880146
20111.00000000 -136.41404968
20498.00000000 -114.31725812
20673.00000000 -20.90073552
21116.00000000 -24.06678223
21377.00000000 -179.53488645
22331.00000000 -103.05078143
23331.00000000 86.57150755
23554.00000000 -120.74207361
23763.00000000 -48.93727996
23899.00000000 -100.01472951
24027.00000000 -156.57626328
24364.00000000 -3.46160211
25009.00000000 -81.47765469
25305.00000000 -342.30372111
25557.00000000 -141.50765553
26165.00000000 -119.77563436
26454.00000000 -56.35889309
26682.00000000 -328.96238313
27682.00000000 29.89465312
27962.00000000 -37.90192950
28310.00000000 -95.50356149
28367.00000000 -96.82046450
28821.00000000 -165.88489494
28989.00000000 -73.85352152
29373.00000000 -74.39763147
29900.00000000 -127.65909481
30900.00000000 37.73896758
31372.00000000 -62.47761194
32372.00000000 54.07333032
32839.00000000 -35.59267019
33016.00000000 -173.89847653
33194.00000000 0.58162588
34194.00000000 80.03904682
34375.00000000 -254.60342600
35375.00000000 -109.63828794
35724.00000000 -38.54970810
35872.00000000 11.75816232
36537.00000000 -111.10565135
36740.00000000 -0.91365827
37564.00000000 -73.25555529
37940.00000000 -72.67828478
38112.00000000 -231.07055089
39112.00000000 -102.29599453
39369.00000000 -104.18493658
39877.00000000 -114.07305718
39972.00000000 -41.72746345
40972.00000000 47.40341654
41972.00000000 -65.62600828
42915.00000000 -137.91602275
43891.00000000 -137.15210608
44398.00000000 -36.35096795
44486.00000000 -89.76354618
45486.00000000 -25.66113690
45655.00000000 -141.37513569
46655.00000000 48.58583955
46848.00000000 -109.28680051
47584.00000000 -101.38397170
48098.00000000 -77.20911644
48248.00000000 -108.13512731
48387.00000000 -44.59556333
49387.00000000 74.60174881
49661.00000000 -237.97086932
50598.00000000 -184.12693789
51598.00000000 -100.37586776
51706.00000000 -23.82276840
52159.00000000 -29.31764992
52565.00000000 -18.86847888
52698.00000000 -90.25093252
53012.00000000 -120.64193599
53501.00000000 -176.11480482
54501.00000000 -63.28790965
55501.00000000 -73.36547958
56409.00000000 -112.48426290
57409.00000000 -78.04970880
58131.00000000 -119.92021051
59131.00000000 -17.89166878
60131.00000000 -105.02740220
60439.00000000 -144.39217203
60610.00000000 -99.74921154
61610.00000000 35.75964008
62143.00000000 -96.35505254
62367.00000000 -403.03592526
63115.00000000 -96.93125088
63215.00000000 -133.14013024
64215.00000000 -29.95499897
64620.00000000 5.78783737
65089.00000000 -20.63262995
65312.00000000 -349.61671410
65941.00000000 -261.38330141
66941.00000000 2.06951260
67157.00000000 -31.90303240
67803.00000000 -295.16617329
68254.00000000 -35.55587752
68322.00000000 -106.49206725
68995.00000000 -172.15709752
69995.00000000 -55.63338247
70995.00000000 -21.46080250
71270.00000000 -86.30376581
72270.00000000 96.11302823
72895.00000000 -78.86705092
73895.00000000 -51.24894700
74210.00000000 -69.28077999
75210.00000000 -8.52368069
75712.00000000 -64.77785628
76650.00000000 -166.89843762
77650.00000000 -29.91469725
78650.00000000 15.51492377
78718.00000000 -61.28641225
79718.00000000 -73.21467612
79952.00000000 -98.74585514
80350.00000000 -52.31339443
80927.00000000 -71.64828605
81927.00000000 37.08272982
82197.00000000 3.52642427
82318.00000000 -78.63190546
83318.00000000 -63.14754689
84318.00000000 -39.69318951
85303.00000000 -111.46617230
86303.00000000 -1.98094053
87139.00000000 -128.69250214
87425.00000000 -215.53614929
