"","l.x","l.y","l.sd","l.lower","l.upper"
"1",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"2",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"3",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"4",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"5",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"6",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"7",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"8",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"9",500,-547.040473730074,99.9450947853588,-742.932859509377,-351.148087950771
"10",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"11",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"12",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"13",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"14",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"15",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"16",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"17",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"18",1000,-542.394102055641,99.2891360480104,-737.000808709741,-347.78739540154
"19",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"20",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"21",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"22",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"23",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"24",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"25",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"26",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"27",1500,-537.797850212725,98.6371645532608,-731.126692737116,-344.469007688334
"28",2000,-533.252228919928,97.9894877943584,-725.311624996871,-341.192832842986
"29",2000,-533.252228919928,97.9894877943584,-725.311624996871,-341.192832842986
"30",2000,-533.252228919928,97.9894877943584,-725.311624996871,-341.192832842986
